OTU_ID	Abundance	taxonomy
PWY-5667: CDP-diacylglycerol biosynthesis I|g__Megasphaera|s__Megasphaera_micronuciformis	0.0
PWY0-862: (5Z)-dodec-5-enoate biosynthesis|g__Bacteroides|s__Bacteroides_xylanisolvens	0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Mitsuokella|s__Mitsuokella_multacida	0.0
PWY-7288: fatty acid &beta;-oxidation (peroxisome, yeast)	0.0
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis|g__Proteus|s__Proteus_mirabilis	0.0
PWY-2942: L-lysine biosynthesis III|g__Coprobacter|s__Coprobacter_fastidiosus	0.0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Eubacterium|s__Eubacterium_eligens	0.0
PWY-7221: guanosine ribonucleotides de novo biosynthesis|g__Bilophila|s__Bilophila_wadsworthia	0.0
RHAMCAT-PWY: L-rhamnose degradation I|g__Klebsiella|s__Klebsiella_pneumoniae	0.0
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Sutterella|s__Sutterella_wadsworthensis	0.00233522
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Bacteroides|s__Bacteroides_massiliensis	0.0
PWY-6737: starch degradation V|g__Alistipes|s__Alistipes_finegoldii	0.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Prevotella|s__Prevotella_buccae	0.0
PWY-6703: preQ0 biosynthesis|g__Bacteroides|s__Bacteroides_dorei	0.0
PWY-1042: glycolysis IV (plant cytosol)|g__Desulfovibrio|s__Desulfovibrio_piger	0.0
PWY-6467: Kdo transfer to lipid IVA III (Chlamydia)	0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Parabacteroides|s__Parabacteroides_merdae	8.1493e-05
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Holdemania|s__Holdemania_filiformis	0.0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	0.0
PWY66-400: glycolysis VI (metazoan)|g__Bacteroides|s__Bacteroides_ovatus	0.0
PWY-6305: putrescine biosynthesis IV|g__Megamonas|s__Megamonas_funiformis	0.0
PWY-5659: GDP-mannose biosynthesis|g__Cellulosilyticum|s__Cellulosilyticum_lentocellum	0.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA	0.0
PWY-6124: inosine-5'-phosphate biosynthesis II|g__Bacteroides|s__Bacteroides_sp_1_1_30	0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified	0.00272603
PWY-3841: folate transformations II|g__Bacteroides|s__Bacteroides_faecis	0.0
THRESYN-PWY: superpathway of L-threonine biosynthesis|g__Haemophilus|s__Haemophilus_parainfluenzae	0.0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprobacter|s__Coprobacter_fastidiosus	0.0
PWY-5306: superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)|unclassified	0.0
PWY-7228: superpathway of guanosine nucleotides de novo biosynthesis I|g__Veillonella|s__Veillonella_parvula	0.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Porphyromonas|s__Porphyromonas_asaccharolytica	0.0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	0.0
